provider,title,name,preview,tree,group,abstract,keywords,legend,contact,endpoint,metadata,update,service,max_zoom,center_lat,center_lon,bbox
KT_AI,Landeskarte LK10 CH,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1872.0.landeskarte_lk10_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Landeskarte LK10 CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1872.0.landeskarte_lk10_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Basiskarte im Rasterformat, als Hintergrund und geographischer Bezug.  Beruht auf den Landeskarten von swisstopo (Massstab 1:10'000).",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1872.0.landeskarte_lk10_ch&mapId=1872&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Landeskarte LK10 grau CH,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1873.0.landeskarte_lk10_grau_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Landeskarte LK10 grau CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1873.0.landeskarte_lk10_grau_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Basiskarte im Rasterformat, als Hintergrund und geographischer Bezug.  Beruht auf den Landeskarten von swisstopo (Massstab 1:10'000).",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1873.0.landeskarte_lk10_grau_ch&mapId=1873&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Landeskarte LK25 CH,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1876.0.landeskarte_lk25_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Landeskarte LK25 CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1876.0.landeskarte_lk25_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Basiskarte im Rasterformat, als Hintergrund und geographischer Bezug.  Beruht auf den Landeskarten von swisstopo (Massstab 1:25'000).",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1876.0.landeskarte_lk25_ch&mapId=1876&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Landeskarte LK50 CH,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1877.0.landeskarte_lk50_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Landeskarte LK50 CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1877.0.landeskarte_lk50_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Basiskarte im Rasterformat, als Hintergrund und geographischer Bezug.  Beruht auf den Landeskarten von swisstopo (Massstab 1:50'000).",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1877.0.landeskarte_lk50_ch&mapId=1877&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Landeskarte vor 2019,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1421.0.landeskarte_vor_2019,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Landeskarte vor 2019||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1421.0.landeskarte_vor_2019||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Basiskarte im Rasterformat, als Hintergrund und geographischer Bezug.  Beruht auf den Landeskarten von swisstopo (Massstab 1:25'000 bis 1:1'000'000).",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1421.0.landeskarte_vor_2019&mapId=1421&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Landwirtschaftliche Nutzungsflächen Kt,ch.geoportal.landwirtschaft.100.0.landwirtschaftliche_nutzungsflaechen_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Landwirtschaftliche Nutzungsflächen Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.landwirtschaft.100.0.landwirtschaftliche_nutzungsflaechen_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Diese Karte stellt innerhalb der Kantone Appenzell AR+AI die landwirtschaftlichen Nutzungsflächen sowie Teile des kantonalen Schutzzonenplanes AR dar.,,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.landwirtschaft.100.0.landwirtschaftliche_nutzungsflaechen_kt&mapId=100&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Landwirtschaftliche Zonengrenzen Kt,ch.geoportal.landwirtschaft.98.0.landwirtschaftliche_zonengrenzen_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Landwirtschaftliche Zonengrenzen Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.landwirtschaft.98.0.landwirtschaftliche_zonengrenzen_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Karte mit den acht landwirtschaftlichen Produktionszonen und dem Sömmerungsgebiet, gemäss Definition des Bundesamtes für Landwirtschaft (BLW). Die landwirtschaftlichen Zonengrenzen wurden auf der amtlichen Vermessung digitalisiert.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.landwirtschaft.98.0.landwirtschaftliche_zonengrenzen_kt&mapId=98&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,"Langsamverkehr, kantonal Kt",ch.geoportal.verkehr.28.0.langsamverkehr_kantonal_kt,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Langsamverkehr, kantonal Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.verkehr.28.0.langsamverkehr_kantonal_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5",KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Diese Karte stellt neben dem Wanderwegenetz auch die Radwege, Mountainbikerouten, Skatingrouten und die Wegweiserstandorte dar.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.verkehr.28.0.langsamverkehr_kantonal_kt&mapId=28&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Lärmkataster Kt AI,ch.geoportal.umwelt_naturschutz.2091.0.laermkataster_kt_ai,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Lärmkataster Kt AI||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.umwelt_naturschutz.2091.0.laermkataster_kt_ai||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Die Karte beschreibt die Daten des Lärmkatasters des Kantons Appenzell I.Rh. Das Datenmodell entspricht einem kantonalen Modell und basiert auf keinem MGDM des Bundes. Dargestellt werden die Hausbeurteilungen ohne Massnahmen.,"Verkehrszählung, Emissionen, Imissionen, Lärmschutzwände, Lärmschutzdämme, Strassenlärm, Hausbeurteilung, Geschwindigkeit",https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.umwelt_naturschutz.2091.0.laermkataster_kt_ai&mapId=2091&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Leitungskataster Gde,ch.geoportal.ver_entsorgung_kommunikation.320.0.leitungskataster_gde,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Leitungskataster Gde||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.ver_entsorgung_kommunikation.320.0.leitungskataster_gde||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"In dieser Karte werden die Werkleitungen der Medien Abwasser, Wasser, Gas, Elektrizität, öffentliche Beleuchtung, Fernwärme, Kabelkommunikation (Kabelfernsehen, Swisscom) als Übersicht dargestellt.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.320.0.leitungskataster_gde&mapId=320&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Leitungskataster Gde (Kopie),ch.geoportal.ver_entsorgung_kommunikation.2436.0.leitungskataster_gde_kopie,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Leitungskataster Gde (Kopie)||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.ver_entsorgung_kommunikation.2436.0.leitungskataster_gde_kopie||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"In dieser Karte werden die Werkleitungen der Medien Abwasser, Wasser, Gas, Elektrizität, öffentliche Beleuchtung, Fernwärme, Kabelkommunikation (Kabelfernsehen, Swisscom) als Übersicht dargestellt.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.2436.0.leitungskataster_gde_kopie&mapId=2436&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Luftbilder swisstopo 1926-2010 CH,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1456.0.luftbilder_swisstopo_19262010_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Luftbilder swisstopo 1926-2010 CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1456.0.luftbilder_swisstopo_19262010_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Die Bildsammlung von swisstopo umfasst rund 500‘000 analoge Luftbilder (Farb-, Farb-Infrarot- oder SW-Bilder) und terrestrische Aufnahmen. Rund 320‘000 Aufnahmen sind in Form der Bildzentrumskoordinaten, des jeweiligen abgedeckten Bodensegments (Footprint) sowie mit Metainformationen dargestellt. Rund 160‘000 Bilder dieses Bestandes sind bereits digitalisiert und können in voller Auflösung betrachtet werden (Stand Januar 2014). Die noch ausstehenden Bilder und Scans werden in den kommenden Jahren laufend integriert. Die Luftbilder können als digitale Datei bei der swisstopo bestellt werden. Sofern vorhanden können zudem die Orientierungselemente zu den Luftbildern geliefert werden.  Quelle: Bundesamt für Landestopografie swisstopo",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1456.0.luftbilder_swisstopo_19262010_ch&mapId=1456&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Luftbilder swisstopo 1946 CH,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1464.0.luftbilder_swisstopo_1946_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Luftbilder swisstopo 1946 CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1464.0.luftbilder_swisstopo_1946_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Landestopografie, als WMS der swisstopo bezogen. Das Orthophotomosaik SWISSIMAGE HIST 1946 «Amerikanerbefliegung» von Swisstopo ist eine Zusammensetzung von historischen Schwarz-Weiss-Luftbildern aus dem Jahre 1946 über die ganze Schweiz mit einer Bodenauflösung von 1m.  Quelle: Bundesamt für Landestopografie swisstopo",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1464.0.luftbilder_swisstopo_1946_ch&mapId=1464&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,MIV Kt,ch.geoportal.verkehr.1547.0.miv_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||MIV Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.verkehr.1547.0.miv_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Die Karte beinhaltet die permanenten Standorte und Messergebnisse der Zählstellen des motorisierten Individualverkehrs (MIV).  Abkürzungen: DTV: Durchschnittlicher täglicher Verkehr (Anzahl Mfz) DWV: Durchschnittlicher Werktags-Verkehr (Anzahl Mfz) MSPW: Durchschnittlicher Morgenspitzenstundenverkehr an Werktagen (07:00-08:00) ASPW: Durchschnittlicher Abendspitzenstundenverkehr an Werktagen (17:00-18:00) Verkehrszunahme: Prozentuale Zunahme im Vergleich zum Vorjahr  Suchbegriffe: Verkehrszahlen, Verkehrszählung, Verkehrserhebung, Verkehrsdatenerhebung",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.verkehr.1547.0.miv_kt&mapId=1547&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,"MIV periodisch, kurzfristig Kt",ch.geoportal.verkehr.1551.0.miv_periodisch_kurzfristig_kt,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||MIV periodisch, kurzfristig Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.verkehr.1551.0.miv_periodisch_kurzfristig_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5",KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Die Karte beinhaltet die periodischen Standorte und Messergebnisse der Zählstellen des motorisierten Individualverkehrs (MIV).  Abkürzungen: DTV: Durchschnittlicher täglicher Verkehr (Anzahl Mfz) DWV: Durchschnittlicher Werktags-Verkehr (Anzahl Mfz) MSPW: Durchschnittlicher Morgenspitzenstundenverkehr an Werktagen (07:00-08:00) ASPW: Durchschnittlicher Abendspitzenstundenverkehr an Werktagen (17:00-18:00) Verkehrszunahme: Prozentuale Zunahme im Vergleich zum Vorjahr  Suchbegriffe: Verkehrszahlen, Verkehrszählung, Verkehrserhebung, Verkehrsdatenerhebung",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.verkehr.1551.0.miv_periodisch_kurzfristig_kt&mapId=1551&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Mobilfunkantennen CH,ch.geoportal.ver_entsorgung_kommunikation.1008.0.mobilfunkantennen_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Mobilfunkantennen CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.ver_entsorgung_kommunikation.1008.0.mobilfunkantennen_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Kommunikation, als WMS der swisstopo bezogen. Suche und Darstellung von Mobilfunkantennen 2G/3G/4G/5G (GSM/UMTS/LTE/NR) mit unterschiedlicher Sendeleistung.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.1008.0.mobilfunkantennen_ch&mapId=1008&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Nationalstrassenachsen CH,ch.geoportal.verkehr.1507.0.nationalstrassenachsen_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Nationalstrassenachsen CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.verkehr.1507.0.nationalstrassenachsen_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Strassen, als WMS der swisstopo bezogen. Die Nationalstrassenachsen werden vom Bundesamt für Strassen verwaltet und unterhalten. Die Strassen sind anhand von ihrer Achse gekennzeichnet.Als Besonderheit haben die Achsen neben ihrer planaren, geometrischen Ausprägung eine lineare Beschreibung (Räumliches Basisbezugssystem, RBBS). Nationalstrassenachsen werden nachgeführt wenn bauliche Veränderungen stattgefunden haben oder wenn das RBBS verändert werden muss. Dazu gehören unter anderem das Setzen von zusätzlichen Bezugspunkten (Sektorunterteilung) oder das Nachführen von Eigentumsänderungen.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.verkehr.1507.0.nationalstrassenachsen_ch&mapId=1507&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Neophytenstandorte Kt,ch.geoportal.wald_flora_fauna.173.0.neophytenstandorte_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Neophytenstandorte Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.wald_flora_fauna.173.0.neophytenstandorte_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Diese Karte stellt das Vorkommen von gebietsfremden, invasiven Pflanzen dar. Weitere Informationen (KTSG) siehe Invasive Neophyten",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.wald_flora_fauna.173.0.neophytenstandorte_kt&mapId=173&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,ÖREB Baulinien Kt AI,ch.geoportal.raumplanung_grundstueckskataster.1479.0.oereb_baulinien_kt_ai,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||ÖREB Baulinien Kt AI||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.raumplanung_grundstueckskataster.1479.0.oereb_baulinien_kt_ai||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,null,,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.raumplanung_grundstueckskataster.1479.0.oereb_baulinien_kt_ai&mapId=1479&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,ÖREB Baulinien Nationalstrassen CH,ch.geoportal.verkehr.1341.0.oereb_baulinien_nationalstrassen_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||ÖREB Baulinien Nationalstrassen CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.verkehr.1341.0.oereb_baulinien_nationalstrassen_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Strassen, als WMS der swisstopo bezogen.  Die Karte zeigt alle projektierten Nationalstrasse.   Die publizierte Karte hat keine rechtliche Gültigkeit. Eine Gewähr für die Richtigkeit (z.B. dass ein nicht eingetragenes Grundstück unbelastet ist), besteht nicht.   Für eine umfangreichere Auskunft über ein Grundstück oder bei Fragen senden Sie bitte eine E-Mail (info@astra.admin.ch).   Datenquelle: Bundesamt Bundesamt für Strassen (ASTRA).",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.verkehr.1341.0.oereb_baulinien_nationalstrassen_ch&mapId=1341&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,ÖREB Gewässerabstandslinien Kt AI,ch.geoportal.raumplanung_grundstueckskataster.1473.0.oereb_gewaesserabstandslinien_kt_ai,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||ÖREB Gewässerabstandslinien Kt AI||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.raumplanung_grundstueckskataster.1473.0.oereb_gewaesserabstandslinien_kt_ai||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Diese Karte stellt die festgelegten Abstandslinien dar. Es werden die Gewässerabstandslinien angezeigt.,,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.raumplanung_grundstueckskataster.1473.0.oereb_gewaesserabstandslinien_kt_ai&mapId=1473&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,ÖREB Grundwasserschutzareale Kt,ch.geoportal.gewaesser.1475.0.oereb_grundwasserschutzareale_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||ÖREB Grundwasserschutzareale Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.gewaesser.1475.0.oereb_grundwasserschutzareale_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Die Karte stellt die rechtsgültigen Grundwasserschutzareale dar.,,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.gewaesser.1475.0.oereb_grundwasserschutzareale_kt&mapId=1475&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,ÖREB Grundwasserschutzzonen Kt,ch.geoportal.gewaesser.1474.0.oereb_grundwasserschutzzonen_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||ÖREB Grundwasserschutzzonen Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.gewaesser.1474.0.oereb_grundwasserschutzzonen_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Die Karte stellt die rechtsgültigen Grundwasserschutzzonen dar.,,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.gewaesser.1474.0.oereb_grundwasserschutzzonen_kt&mapId=1474&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,ÖREB Kataster der belasteten Standorte im Bereich der zivilen Flugplätze CH,ch.geoportal.umwelt_naturschutz.1324.0.oereb_kataster_der_belasteten_standorte_im_bereich_der_zivilen_flugplaetze_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||ÖREB Kataster der belasteten Standorte im Bereich der zivilen Flugplätze CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.umwelt_naturschutz.1324.0.oereb_kataster_der_belasteten_standorte_im_bereich_der_zivilen_flugplaetze_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Zivilluftfahrt, als WMS der swisstopo bezogen. Die Karte zeigt alle belasteten Standorte in der Schweiz im Sinne der KbS im Bereich von zivilen Flugplätzen.  Der Kataster gibt unter anderem Auskunft über die Lage, die Art und Menge der an dem Standort vorherrschenden Belastungen.   Die publizierte Karte hat keine rechtliche Gültigkeit. Eine Gewähr für die Richtigkeit (z.B. dass ein nicht eingetragenes Grundstück unbelastet ist), besteht nicht.  Für eine umfangreichere Katasterauskunft über ein Grundstück oder bei Fragen senden Sie bitte eine E-Mail (info@bazl.admin.ch).  Datenquelle: Schweizerischen Eidgenossenschaft innerhalb der Bundesverwaltung.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.umwelt_naturschutz.1324.0.oereb_kataster_der_belasteten_standorte_im_bereich_der_zivilen_flugplaetze_ch&mapId=1324&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
